"State","Month","Statistic Label","UNIT","VALUE"
"State","1984M04","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","305.1"
"State","1984M04","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","63.15"
"State","1984M05","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","335.2"
"State","1984M05","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","62.23"
"State","1984M06","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","304.5"
"State","1984M06","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","62.37"
"State","1984M07","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","285.7"
"State","1984M07","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","62.07"
"State","1984M08","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","270.8"
"State","1984M08","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","61.98"
"State","1984M09","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","285.7"
"State","1984M09","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","61.48"
"State","1984M10","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","279.9"
"State","1984M10","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","61.68"
"State","1984M11","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","289.3"
"State","1984M11","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","62.24"
"State","1984M12","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","268.2"
"State","1984M12","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","62.24"
"State","1985M01","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","272.1"
"State","1985M01","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","62.61"
"State","1985M02","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","285.2"
"State","1985M02","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","61.83"
"State","1985M03","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","296.7"
"State","1985M03","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","61.35"
"State","1985M04","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","281.1"
"State","1985M04","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","61.74"
"State","1985M05","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","284.2"
"State","1985M05","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","61.32"
"State","1985M06","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","303"
"State","1985M06","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","61.29"
"State","1985M07","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","302.8"
"State","1985M07","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","61.5"
"State","1985M08","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","341.2"
"State","1985M08","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","62.7"
"State","1985M09","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","355.8"
"State","1985M09","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","62.3"
"State","1985M10","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","330.4"
"State","1985M10","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","63.66"
"State","1985M11","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","359.5"
"State","1985M11","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","63.95"
"State","1985M12","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","389.4"
"State","1985M12","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","64.83"
"State","1986M01","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","405.3"
"State","1986M01","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","65.67"
"State","1986M02","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","402.1"
"State","1986M02","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.92"
"State","1986M03","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","472.9"
"State","1986M03","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.37"
"State","1986M04","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","507"
"State","1986M04","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.23"
"State","1986M05","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","527.1"
"State","1986M05","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.47"
"State","1986M06","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","491.4"
"State","1986M06","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.3"
"State","1986M07","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","528.8"
"State","1986M07","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.97"
"State","1986M08","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","522.5"
"State","1986M08","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","65.66"
"State","1986M09","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","477.1"
"State","1986M09","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","65.56"
"State","1986M10","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","489.6"
"State","1986M10","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.28"
"State","1986M11","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","512.5"
"State","1986M11","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66"
"State","1986M12","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","541.7"
"State","1986M12","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.38"
"State","1987M01","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","575.4"
"State","1987M01","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.04"
"State","1987M02","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","640.5"
"State","1987M02","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.14"
"State","1987M03","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","681.4"
"State","1987M03","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.13"
"State","1987M04","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","696.7"
"State","1987M04","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","65.97"
"State","1987M05","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","701.3"
"State","1987M05","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.03"
"State","1987M06","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","720.7"
"State","1987M06","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.04"
"State","1987M07","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","737.2"
"State","1987M07","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","65.68"
"State","1987M08","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","820.1"
"State","1987M08","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","65.4"
"State","1987M09","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","842"
"State","1987M09","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","65.61"
"State","1987M10","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","899"
"State","1987M10","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","65.71"
"State","1987M11","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","639.3"
"State","1987M11","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.47"
"State","1987M12","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","535.6"
"State","1987M12","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.75"
"State","1988M01","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","544.8"
"State","1988M01","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.61"
"State","1988M02","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","623.9"
"State","1988M02","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.29"
"State","1988M03","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","624"
"State","1988M03","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.03"
"State","1988M04","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","644"
"State","1988M04","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","65.52"
"State","1988M05","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","652.4"
"State","1988M05","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","65.11"
"State","1988M06","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","726"
"State","1988M06","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","65.17"
"State","1988M07","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","764"
"State","1988M07","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","64.57"
"State","1988M08","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","782.8"
"State","1988M08","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","63.8"
"State","1988M09","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","738.6"
"State","1988M09","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","64.38"
"State","1988M10","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","754.1"
"State","1988M10","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","64.4"
"State","1988M11","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","758"
"State","1988M11","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","64.74"
"State","1988M12","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","719.3"
"State","1988M12","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","64.44"
"State","1989M01","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","730.7"
"State","1989M01","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","63.53"
"State","1989M02","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","795.2"
"State","1989M02","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","63.31"
"State","1989M03","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","820.2"
"State","1989M03","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","63.62"
"State","1989M04","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100","834.6"
"State","1989M04","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","63.7"
"State","1989M05","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1989M05","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","63.37"
"State","1989M06","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1989M06","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","63.86"
"State","1989M07","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1989M07","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","64.45"
"State","1989M08","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1989M08","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","64.13"
"State","1989M09","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1989M09","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","64.06"
"State","1989M10","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1989M10","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","65.36"
"State","1989M11","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1989M11","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.14"
"State","1989M12","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1989M12","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.47"
"State","1990M01","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1990M01","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.91"
"State","1990M02","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1990M02","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.74"
"State","1990M03","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1990M03","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","68.55"
"State","1990M04","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1990M04","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","69.18"
"State","1990M05","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1990M05","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","69.01"
"State","1990M06","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1990M06","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","68.01"
"State","1990M07","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1990M07","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.54"
"State","1990M08","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1990M08","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.9"
"State","1990M09","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1990M09","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","68.11"
"State","1990M10","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1990M10","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","68.15"
"State","1990M11","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1990M11","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","68.85"
"State","1990M12","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1990M12","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","68.95"
"State","1991M01","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1991M01","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","68.55"
"State","1991M02","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1991M02","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","68.69"
"State","1991M03","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1991M03","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.61"
"State","1991M04","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1991M04","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.57"
"State","1991M05","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1991M05","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.68"
"State","1991M06","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1991M06","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.41"
"State","1991M07","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1991M07","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.29"
"State","1991M08","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1991M08","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.66"
"State","1991M09","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1991M09","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.08"
"State","1991M10","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1991M10","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.21"
"State","1991M11","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1991M11","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.93"
"State","1991M12","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1991M12","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","68.46"
"State","1992M01","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1992M01","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","68.28"
"State","1992M02","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1992M02","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.9"
"State","1992M03","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1992M03","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.73"
"State","1992M04","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1992M04","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.53"
"State","1992M05","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1992M05","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.42"
"State","1992M06","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1992M06","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.93"
"State","1992M07","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1992M07","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","69.04"
"State","1992M08","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1992M08","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","69.65"
"State","1992M09","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1992M09","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","70.75"
"State","1992M10","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1992M10","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","72.78"
"State","1992M11","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1992M11","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","72.43"
"State","1992M12","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1992M12","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","72.28"
"State","1993M01","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1993M01","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","71.84"
"State","1993M02","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1993M02","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.75"
"State","1993M03","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1993M03","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","67.13"
"State","1993M04","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1993M04","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.92"
"State","1993M05","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1993M05","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.42"
"State","1993M06","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1993M06","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","65.89"
"State","1993M07","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1993M07","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","64.36"
"State","1993M08","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1993M08","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","63.53"
"State","1993M09","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1993M09","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","64.09"
"State","1993M10","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1993M10","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","64.68"
"State","1993M11","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1993M11","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","64.55"
"State","1993M12","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1993M12","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","64.96"
"State","1994M01","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1994M01","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","65.89"
"State","1994M02","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1994M02","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","65.37"
"State","1994M03","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1994M03","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","65.26"
"State","1994M04","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1994M04","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","65.51"
"State","1994M05","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1994M05","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.04"
"State","1994M06","Price Index of Ordinary Stocks and Shares (January 1974 to April 1989)","Base 1975=100",""
"State","1994M06","Exchange Rate - Index Effective Trade Weighted Exchange Rate Index (January 1979 to December 1998)","Base 1971=100","66.25"
